ESG Relevance,SDGs Relevance,IFC Performance Standards,OJK (POJK 51/2017),GRI Standards,Evermos Relevance,Key Insights/Metrics
"Very Relevant,Very Relevant,PS6 (Biodiversity),Very Relevant,GRI 201, 203, 304,Very Relevant,""Supports SDG 2, 8, 12, 14; ESG: E (resource use, biodiversity), S (community livelihood); IFC: PS6 (Biodiversity), PS1 (Assessment); OJK: Sustainability reporting; GRI: 201, 203, 304. Evermos can leverage supply chain transparency, sustainable sourcing, and MSME empowerment in fisheries."""
"Very Relevant,Very Relevant,PS3 (Resource Efficiency),Very Relevant,GRI 301, 302, 306,Very Relevant,""Supports SDG 2, 12; ESG: E (input efficiency, pollution), S (farmer welfare); IFC: PS3 (Resource Efficiency), PS2 (Labor); OJK: Disclosure on environmental impact; GRI: 301, 302, 306. Relevant for Evermos in sustainable agriculture, input supply chain."""
"Very Relevant,Very Relevant,PS6, PS7,Very Relevant,GRI 203, 413,Very Relevant,""Supports SDG 8, 12, 15; ESG: E (conservation), S (community, jobs); IFC: PS6, PS7 (Indigenous Peoples); OJK: Local economic impact; GRI: 203, 413. Evermos can promote sustainable tourism products, community-based MSMEs."""
"Mildly Relevant,Very Relevant,PS2, PS3, PS6,Very Relevant,GRI 403, 404, 413,Mildly Relevant,""Supports SDG 3, 12; ESG: S (health access, labor), E (sustainable palm oil); IFC: PS2, PS3, PS6; OJK: Health & safety; GRI: 403, 404, 413. Evermos can integrate health and sustainable supply chain principles."""
"Very Relevant,Very Relevant,PS6, PS7,Very Relevant,GRI 203, 304, 413,Very Relevant,""Supports SDG 8, 12, 15; ESG: E (conservation), S (community jobs); IFC: PS6, PS7; OJK: Reporting on environmental/social impact; GRI: 203, 304, 413. Relevant for Evermos: eco-tourism product curation, MSME engagement."""
"Very Relevant,Very Relevant,PS2,Very Relevant,GRI 405, 406, 413,Very Relevant,""Supports SDG 5, 8, 10; ESG: S (gender, inclusion), G (entrepreneurship); IFC: PS2 (Labor, Gender); OJK: Gender equality, MSME reporting; GRI: 405, 406, 413. Directly aligns with Evermos's gender and MSME empowerment."""
"Very Relevant,Very Relevant,PS1, PS6, PS7,Very Relevant,GRI 203, 304, 413,Very Relevant,""Supports SDG 8, 9, 11; ESG: E (infrastructure, conservation), S (community); IFC: PS1, PS6, PS7; OJK: Infrastructure & social impact; GRI: 203, 304, 413. Evermos can support local MSME tourism supply chains."""
"Very Relevant,Very Relevant,PS3, PS4, PS6,Very Relevant,GRI 203, 302, 305,Mildly Relevant,""Supports SDG 8, 9, 12; ESG: E (industrial impact), S (jobs), G (governance); IFC: PS3, PS4, PS6; OJK: Industrial impact; GRI: 203, 302, 305. Evermos can support MSMEs in industrial supply chains."""
"Mildly Relevant,Mildly Relevant,PS1, PS3,Mildly Relevant,GRI 203,Irrelevant,""Supports SDG 9, 11; ESG: E (infrastructure), S (jobs); IFC: PS1, PS3; OJK: Infrastructure reporting; GRI: 203. Less direct relevance for Evermos unless logistics/MSME linkage."""
"Very Relevant,Very Relevant,PS7, PS2,Very Relevant,GRI 411, 413,Very Relevant,""Supports SDG 1, 10, 16; ESG: S (inclusion, indigenous rights), G (community governance); IFC: PS7 (Indigenous Peoples), PS2; OJK: Social inclusion; GRI: 411, 413. Relevant for Evermos: inclusive MSME models, indigenous empowerment."""
"Very Relevant,Very Relevant,PS7 (Indigenous Peoples),Very Relevant,GRI 411, 413,Very Relevant,""Supports SDG 1, 10, 16; ESG: S (inclusion, indigenous rights), G (community governance); IFC: PS7 (Indigenous Peoples), PS2; OJK: Social inclusion; GRI: 411, 413. Relevant for Evermos: inclusive MSME models, indigenous empowerment."""
"Very Relevant,Very Relevant,PS2 (Labor),Very Relevant,GRI 203, 413,Very Relevant,""Supports SDG 8, 10; ESG: S (community, MSME empowerment), G (inclusive governance); IFC: PS2; OJK: MSME empowerment; GRI: 203, 413. Directly aligns with Evermos's MSME and community empowerment strategy."""
"Very Relevant,Very Relevant,PS2, PS3,Very Relevant,GRI 203, 302, 413,Very Relevant,""Supports SDG 8, 9; ESG: S (digital inclusion), E (resource efficiency); IFC: PS2, PS3; OJK: Digital inclusion; GRI: 203, 302, 413. Relevant for Evermos digital platform expansion and MSME digitalization."""
"Very Relevant,Very Relevant,PS2,Very Relevant,GRI 405, 406, 413,Very Relevant,""Supports SDG 5, 8, 10; ESG: S (gender equity), G (empowerment); IFC: PS2; OJK: Gender equality; GRI: 405, 406, 413. Directly supports Evermos's women empowerment and inclusive economy."""
"Very Relevant,Very Relevant,PS3, PS6,Very Relevant,GRI 301, 302, 306,Very Relevant,""Supports SDG 11, 12, 13; ESG: E (waste management), S (community engagement); IFC: PS3, PS6; OJK: Circular economy; GRI: 301, 302, 306. Highly relevant for Evermos's circular economy and community initiatives."""
"Very Relevant,Very Relevant,PS2,Very Relevant,GRI 203, 413,Very Relevant,""Supports SDG 8, 10, 12; ESG: S (inclusion), G (halal governance); IFC: PS2; OJK: MSME empowerment; GRI: 203, 413. Directly aligns with Evermos Sharia business line and halal MSME support."""
"Very Relevant,Very Relevant,PS2,Very Relevant,GRI 203, 413,Very Relevant,""Supports SDG 1, 8, 10; ESG: S (financial inclusion), G (education); IFC: PS2; OJK: Financial literacy; GRI: 203, 413. Relevant for Evermos's financial inclusion and community empowerment."""
"Very Relevant,Very Relevant,PS6, PS7,Very Relevant,GRI 203, 304, 413,Very Relevant,""Supports SDG 8, 12, 15; ESG: E (conservation), S (community jobs); IFC: PS6, PS7; OJK: Local economic impact; GRI: 203, 304, 413. Evermos can promote sustainable tourism MSMEs and local products."""
"Very Relevant,Very Relevant,PS2,Very Relevant,GRI 403, 404, 413,Very Relevant,""Supports SDG 3, 5, 10; ESG: S (health, gender), G (community); IFC: PS2; OJK: Health & safety; GRI: 403, 404, 413. Relevant for Evermos's women and family-focused community programs."""
"Very Relevant,Very Relevant,PS3, PS6,Very Relevant,GRI 302, 305, 413,Very Relevant,""Supports SDG 7, 13; ESG: E (energy, climate), S (community); IFC: PS3, PS6; OJK: Renewable energy; GRI: 302, 305, 413. Relevant for Evermos's sustainability and community innovation."""
"Very Relevant,Very Relevant,PS6 (Biodiversity),Very Relevant,GRI 201, 203, 304,Very Relevant,""Supports SDG 2, 8, 12, 14; ESG: E (resource use, biodiversity), S (community livelihood); IFC: PS6 (Biodiversity), PS1 (Assessment); OJK: Sustainability reporting; GRI: 201, 203, 304. Evermos can leverage supply chain transparency, sustainable sourcing, and MSME empowerment in fisheries."""
"Very Relevant,Very Relevant,PS3 (Resource Efficiency),Very Relevant,GRI 301, 302, 306,Very Relevant,""Supports SDG 2, 12; ESG: E (input efficiency, pollution), S (farmer welfare); IFC: PS3 (Resource Efficiency), PS2 (Labor); OJK: Disclosure on environmental impact; GRI: 301, 302, 306. Relevant for Evermos in sustainable agriculture, input supply chain."""
"Very Relevant,Very Relevant,PS6, PS7,Very Relevant,GRI 203, 413,Very Relevant,""Supports SDG 8, 12, 15; ESG: E (conservation), S (community, jobs); IFC: PS6, PS7 (Indigenous Peoples); OJK: Local economic impact; GRI: 203, 413. Evermos can promote sustainable tourism products, community-based MSMEs."""
"Mildly Relevant,Very Relevant,PS2, PS3, PS6,Very Relevant,GRI 403, 404, 413,Mildly Relevant,""Supports SDG 3, 12; ESG: S (health access, labor), E (sustainable palm oil); IFC: PS2, PS3, PS6; OJK: Health & safety; GRI: 403, 404, 413. Evermos can integrate health and sustainable supply chain principles."""
"Very Relevant,Very Relevant,PS6, PS7,Very Relevant,GRI 203, 304, 413,Very Relevant,""Supports SDG 8, 12, 15; ESG: E (conservation), S (community jobs); IFC: PS6, PS7; OJK: Reporting on environmental/social impact; GRI: 203, 304, 413. Relevant for Evermos: eco-tourism product curation, MSME engagement."""
"Very Relevant,Very Relevant,PS2,Very Relevant,GRI 405, 406, 413,Very Relevant,""Supports SDG 5, 8, 10; ESG: S (gender, inclusion), G (entrepreneurship); IFC: PS2 (Labor, Gender); OJK: Gender equality, MSME reporting; GRI: 405, 406, 413. Directly aligns with Evermos's gender and MSME empowerment."""
"Very Relevant,Very Relevant,PS1, PS6, PS7,Very Relevant,GRI 203, 304, 413,Very Relevant,""Supports SDG 8, 9, 11; ESG: E (infrastructure, conservation), S (community); IFC: PS1, PS6, PS7; OJK: Infrastructure & social impact; GRI: 203, 304, 413. Evermos can support local MSME tourism supply chains."""
"Very Relevant,Very Relevant,PS3, PS4, PS6,Very Relevant,GRI 203, 302, 305,Mildly Relevant,""Supports SDG 8, 9, 12; ESG: E (industrial impact), S (jobs), G (governance); IFC: PS3, PS4, PS6; OJK: Industrial impact; GRI: 203, 302, 305. Evermos can support MSMEs in industrial supply chains."""
"Mildly Relevant,Mildly Relevant,PS1, PS3,Mildly Relevant,GRI 203,Irrelevant,""Supports SDG 9, 11; ESG: E (infrastructure), S (jobs); IFC: PS1, PS3; OJK: Infrastructure reporting; GRI: 203. Less direct relevance for Evermos unless logistics/MSME linkage."""
"Very Relevant,Very Relevant,PS7, PS2,Very Relevant,GRI 411, 413,Very Relevant,""Supports SDG 1, 10, 16; ESG: S (inclusion, indigenous rights), G (community governance); IFC: PS7 (Indigenous Peoples), PS2; OJK: Social inclusion; GRI: 411, 413. Relevant for Evermos: inclusive MSME models, indigenous empowerment."""
"Very Relevant,Very Relevant,PS6 (Biodiversity),Very Relevant,GRI 201, 203, 304,Very Relevant,""Supports SDG 2, 8, 12, 14; ESG: E (resource use, biodiversity), S (community livelihood); IFC: PS6 (Biodiversity), PS1 (Assessment); OJK: Sustainability reporting; GRI: 201, 203, 304. Evermos can leverage supply chain transparency, sustainable sourcing, and MSME empowerment in fisheries."""
"Very Relevant,Very Relevant,PS3 (Resource Efficiency),Very Relevant,GRI 301, 302, 306,Very Relevant,""Supports SDG 2, 12; ESG: E (input efficiency, pollution), S (farmer welfare); IFC: PS3 (Resource Efficiency), PS2 (Labor); OJK: Disclosure on environmental impact; GRI: 301, 302, 306. Relevant for Evermos in sustainable agriculture, input supply chain."""
"Very Relevant,Very Relevant,PS6, PS7,Very Relevant,GRI 203, 413,Very Relevant,""Supports SDG 8, 12, 15; ESG: E (conservation), S (community, jobs); IFC: PS6, PS7 (Indigenous Peoples); OJK: Local economic impact; GRI: 203, 413. Evermos can promote sustainable tourism products, community-based MSMEs."""
"Mildly Relevant,Very Relevant,PS2, PS3, PS6,Very Relevant,GRI 403, 404, 413,Mildly Relevant,""Supports SDG 3, 12; ESG: S (health access, labor), E (sustainable palm oil); IFC: PS2, PS3, PS6; OJK: Health & safety; GRI: 403, 404, 413. Evermos can integrate health and sustainable supply chain principles."""
"Very Relevant,Very Relevant,PS6, PS7,Very Relevant,GRI 203, 304, 413,Very Relevant,""Supports SDG 8, 12, 15; ESG: E (conservation), S (community jobs); IFC: PS6, PS7; OJK: Reporting on environmental/social impact; GRI: 203, 304, 413. Relevant for Evermos: eco-tourism product curation, MSME engagement."""
"Very Relevant,Very Relevant,PS2,Very Relevant,GRI 405, 406, 413,Very Relevant,""Supports SDG 5, 8, 10; ESG: S (gender, inclusion), G (entrepreneurship); IFC: PS2 (Labor, Gender); OJK: Gender equality, MSME reporting; GRI: 405, 406, 413. Directly aligns with Evermos's gender and MSME empowerment."""
"Very Relevant,Very Relevant,PS1, PS6, PS7,Very Relevant,GRI 203, 304, 413,Very Relevant,""Supports SDG 8, 9, 11; ESG: E (infrastructure, conservation), S (community); IFC: PS1, PS6, PS7; OJK: Infrastructure & social impact; GRI: 203, 304, 413. Evermos can support local MSME tourism supply chains."""
"Very Relevant,Very Relevant,PS3, PS4, PS6,Very Relevant,GRI 203, 302, 305,Mildly Relevant,""Supports SDG 8, 9, 12; ESG: E (industrial impact), S (jobs), G (governance); IFC: PS3, PS4, PS6; OJK: Industrial impact; GRI: 203, 302, 305. Evermos can support MSMEs in industrial supply chains."""
"Mildly Relevant,Mildly Relevant,PS1, PS3,Mildly Relevant,GRI 203,Irrelevant,""Supports SDG 9, 11; ESG: E (infrastructure), S (jobs); IFC: PS1, PS3; OJK: Infrastructure reporting; GRI: 203. Less direct relevance for Evermos unless logistics/MSME linkage."""
"Very Relevant,Very Relevant,PS7, PS2,Very Relevant,GRI 411, 413,Very Relevant,""Supports SDG 1, 10, 16; ESG: S (inclusion, indigenous rights), G (community governance); IFC: PS7 (Indigenous Peoples), PS2; OJK: Social inclusion; GRI: 411, 413. Relevant for Evermos: inclusive MSME models, indigenous empowerment."""
"Very Relevant,Very Relevant,PS6 (Biodiversity),Very Relevant,GRI 201, 203, 304,Very Relevant,""Supports SDG 2, 8, 12, 14; ESG: E (resource use, biodiversity), S (community livelihood); IFC: PS6 (Biodiversity), PS1 (Assessment); OJK: Sustainability reporting; GRI: 201, 203, 304. Evermos can leverage supply chain transparency, sustainable sourcing, and MSME empowerment in fisheries."""
"Very Relevant,Very Relevant,PS3 (Resource Efficiency),Very Relevant,GRI 301, 302, 306,Very Relevant,""Supports SDG 2, 12; ESG: E (input efficiency, pollution), S (farmer welfare); IFC: PS3 (Resource Efficiency), PS2 (Labor); OJK: Disclosure on environmental impact; GRI: 301, 302, 306. Relevant for Evermos in sustainable agriculture, input supply chain."""
"Very Relevant,Very Relevant,PS6, PS7,Very Relevant,GRI 203, 413,Very Relevant,""Supports SDG 8, 12, 15; ESG: E (conservation), S (community, jobs); IFC: PS6, PS7 (Indigenous Peoples); OJK: Local economic impact; GRI: 203, 413. Evermos can promote sustainable tourism products, community-based MSMEs."""
"Mildly Relevant,Very Relevant,PS2, PS3, PS6,Very Relevant,GRI 403, 404, 413,Mildly Relevant,""Supports SDG 3, 12; ESG: S (health access, labor), E (sustainable palm oil); IFC: PS2, PS3, PS6; OJK: Health & safety; GRI: 403, 404, 413. Evermos can integrate health and sustainable supply chain principles."""
"Very Relevant,Very Relevant,PS6, PS7,Very Relevant,GRI 203, 304, 413,Very Relevant,""Supports SDG 8, 12, 15; ESG: E (conservation), S (community jobs); IFC: PS6, PS7; OJK: Reporting on environmental/social impact; GRI: 203, 304, 413. Relevant for Evermos: eco-tourism product curation, MSME engagement."""
"Very Relevant,Very Relevant,PS2,Very Relevant,GRI 405, 406, 413,Very Relevant,""Supports SDG 5, 8, 10; ESG: S (gender, inclusion), G (entrepreneurship); IFC: PS2 (Labor, Gender); OJK: Gender equality, MSME reporting; GRI: 405, 406, 413. Directly aligns with Evermos's gender and MSME empowerment."""
"Very Relevant,Very Relevant,PS1, PS6, PS7,Very Relevant,GRI 203, 304, 413,Very Relevant,""Supports SDG 8, 9, 11; ESG: E (infrastructure, conservation), S (community); IFC: PS1, PS6, PS7; OJK: Infrastructure & social impact; GRI: 203, 304, 413. Evermos can support local MSME tourism supply chains."""
"Very Relevant,Very Relevant,PS3, PS4, PS6,Very Relevant,GRI 203, 302, 305,Mildly Relevant,""Supports SDG 8, 9, 12; ESG: E (industrial impact), S (jobs), G (governance); IFC: PS3, PS4, PS6; OJK: Industrial impact; GRI: 203, 302, 305. Evermos can support MSMEs in industrial supply chains."""
"Mildly Relevant,Mildly Relevant,PS1, PS3,Mildly Relevant,GRI 203,Irrelevant,""Supports SDG 9, 11; ESG: E (infrastructure), S (jobs); IFC: PS1, PS3; OJK: Infrastructure reporting; GRI: 203. Less direct relevance for Evermos unless logistics/MSME linkage."""
"Very Relevant,Very Relevant,PS7, PS2,Very Relevant,GRI 411, 413,Very Relevant,""Supports SDG 1, 10, 16; ESG: S (inclusion, indigenous rights), G (community governance); IFC: PS7 (Indigenous Peoples), PS2; OJK: Social inclusion; GRI: 411, 413. Relevant for Evermos: inclusive MSME models, indigenous empowerment."""
"Very Relevant,Very Relevant,PS6 (Biodiversity),Very Relevant,GRI 201, 203, 304,Very Relevant,""Supports SDG 2, 8, 12, 14; ESG: E (resource use, biodiversity), S (community livelihood); IFC: PS6 (Biodiversity), PS1 (Assessment); OJK: Sustainability reporting; GRI: 201, 203, 304. Evermos can leverage supply chain transparency, sustainable sourcing, and MSME empowerment in fisheries."""
"Very Relevant,Very Relevant,PS3 (Resource Efficiency),Very Relevant,GRI 301, 302, 306,Very Relevant,""Supports SDG 2, 12; ESG: E (input efficiency, pollution), S (farmer welfare); IFC: PS3 (Resource Efficiency), PS2 (Labor); OJK: Disclosure on environmental impact; GRI: 301, 302, 306. Relevant for Evermos in sustainable agriculture, input supply chain."""
"Very Relevant,Very Relevant,PS6, PS7,Very Relevant,GRI 203, 413,Very Relevant,""Supports SDG 8, 12, 15; ESG: E (conservation), S (community, jobs); IFC: PS6, PS7 (Indigenous Peoples); OJK: Local economic impact; GRI: 203, 413. Evermos can promote sustainable tourism products, community-based MSMEs."""
"Mildly Relevant,Very Relevant,PS2, PS3, PS6,Very Relevant,GRI 403, 404, 413,Mildly Relevant,""Supports SDG 3, 12; ESG: S (health access, labor), E (sustainable palm oil); IFC: PS2, PS3, PS6; OJK: Health & safety; GRI: 403, 404, 413. Evermos can integrate health and sustainable supply chain principles."""
"Very Relevant,Very Relevant,PS6, PS7,Very Relevant,GRI 203, 304, 413,Very Relevant,""Supports SDG 8, 12, 15; ESG: E (conservation), S (community jobs); IFC: PS6, PS7; OJK: Reporting on environmental/social impact; GRI: 203, 304, 413. Relevant for Evermos: eco-tourism product curation, MSME engagement."""
"Very Relevant,Very Relevant,PS2,Very Relevant,GRI 405, 406, 413,Very Relevant,""Supports SDG 5, 8, 10; ESG: S (gender, inclusion), G (entrepreneurship); IFC: PS2 (Labor, Gender); OJK: Gender equality, MSME reporting; GRI: 405, 406, 413. Directly aligns with Evermos's gender and MSME empowerment."""
"Very Relevant,Very Relevant,PS1, PS6, PS7,Very Relevant,GRI 203, 304, 413,Very Relevant,""Supports SDG 8, 9, 11; ESG: E (infrastructure, conservation), S (community); IFC: PS1, PS6, PS7; OJK: Infrastructure & social impact; GRI: 203, 304, 413. Evermos can support local MSME tourism supply chains."""
"Very Relevant,Very Relevant,PS3, PS4, PS6,Very Relevant,GRI 203, 302, 305,Mildly Relevant,""Supports SDG 8, 9, 12; ESG: E (industrial impact), S (jobs), G (governance); IFC: PS3, PS4, PS6; OJK: Industrial impact; GRI: 203, 302, 305. Evermos can support MSMEs in industrial supply chains."""
"Mildly Relevant,Mildly Relevant,PS1, PS3,Mildly Relevant,GRI 203,Irrelevant,""Supports SDG 9, 11; ESG: E (infrastructure), S (jobs); IFC: PS1, PS3; OJK: Infrastructure reporting; GRI: 203. Less direct relevance for Evermos unless logistics/MSME linkage."""
"Very Relevant,Very Relevant,PS7, PS2,Very Relevant,GRI 411, 413,Very Relevant,""Supports SDG 1, 10, 16; ESG: S (inclusion, indigenous rights), G (community governance); IFC: PS7 (Indigenous Peoples), PS2; OJK: Social inclusion; GRI: 411, 413. Relevant for Evermos: inclusive MSME models, indigenous empowerment."""
"Very Relevant,Very Relevant,PS6 (Biodiversity),Very Relevant,GRI 201, 203, 304,Very Relevant,""Supports SDG 2, 8, 12, 14; ESG: E (resource use, biodiversity), S (community livelihood); IFC: PS6 (Biodiversity), PS1 (Assessment); OJK: Sustainability reporting; GRI: 201, 203, 304. Evermos can leverage supply chain transparency, sustainable sourcing, and MSME empowerment in fisheries."""
"Very Relevant,Very Relevant,PS3 (Resource Efficiency),Very Relevant,GRI 301, 302, 306,Very Relevant,""Supports SDG 2, 12; ESG: E (input efficiency, pollution), S (farmer welfare); IFC: PS3 (Resource Efficiency), PS2 (Labor); OJK: Disclosure on environmental impact; GRI: 301, 302, 306. Relevant for Evermos in sustainable agriculture, input supply chain."""
"Very Relevant,Very Relevant,PS6, PS7,Very Relevant,GRI 203, 413,Very Relevant,""Supports SDG 8, 12, 15; ESG: E (conservation), S (community, jobs); IFC: PS6, PS7 (Indigenous Peoples); OJK: Local economic impact; GRI: 203, 413. Evermos can promote sustainable tourism products, community-based MSMEs."""
"Mildly Relevant,Very Relevant,PS2, PS3, PS6,Very Relevant,GRI 403, 404, 413,Mildly Relevant,""Supports SDG 3, 12; ESG: S (health access, labor), E (sustainable palm oil); IFC: PS2, PS3, PS6; OJK: Health & safety; GRI: 403, 404, 413. Evermos can integrate health and sustainable supply chain principles."""
"Very Relevant,Very Relevant,PS6, PS7,Very Relevant,GRI 203, 304, 413,Very Relevant,""Supports SDG 8, 12, 15; ESG: E (conservation), S (community jobs); IFC: PS6, PS7; OJK: Reporting on environmental/social impact; GRI: 203, 304, 413. Relevant for Evermos: eco-tourism product curation, MSME engagement."""
"Very Relevant,Very Relevant,PS2,Very Relevant,GRI 405, 406, 413,Very Relevant,""Supports SDG 5, 8, 10; ESG: S (gender, inclusion), G (entrepreneurship); IFC: PS2 (Labor, Gender); OJK: Gender equality, MSME reporting; GRI: 405, 406, 413. Directly aligns with Evermos's gender and MSME empowerment."""
"Very Relevant,Very Relevant,PS1, PS6, PS7,Very Relevant,GRI 203, 304, 413,Very Relevant,""Supports SDG 8, 9, 11; ESG: E (infrastructure, conservation), S (community); IFC: PS1, PS6, PS7; OJK: Infrastructure & social impact; GRI: 203, 304, 413. Evermos can support local MSME tourism supply chains."""
"Very Relevant,Very Relevant,PS7, PS2,Very Relevant,GRI 411, 413,Very Relevant,""Supports SDG 1, 10, 16; ESG: S (inclusion, indigenous rights), G (community governance); IFC: PS7 (Indigenous Peoples), PS2; OJK: Social inclusion; GRI: 411, 413. Relevant for Evermos: inclusive MSME models, indigenous empowerment."""